county,state,acres92,acres87,acres82,farms92,farms87,farms82,largef92,largef87,largef82,smallf92,smallf87,smallf82,region
EAST FELICIANA PARISH,LA,136812,134168,190789,449,435,497,23,21,28,18,23,33,S
EVANGELINE PARISH,LA,176952,160199,203792,603,582,725,51,43,46,51,43,55,S
FRANKLIN PARISH,LA,264321,261541,262300,850,929,971,50,47,53,40,35,28,S
GRANT PARISH,LA,44490,43438,48285,181,216,293,8,10,8,5,9,6,S
IBERIA PARISH,LA,110173,103427,111002,381,365,351,34,27,29,56,43,39,S
IBERVILLE PARISH,LA,81401,81178,97554,157,174,218,25,23,32,7,12,18,S
JACKSON PARISH,LA,17086,21660,27299,172,207,242,0,1,2,10,5,13,S
JEFFERSON PARISH,LA,4127,15748,8591,58,102,115,0,2,1,13,23,35,S
JEFFERSON DAVIS PARISH,LA,291526,290309,315138,542,523,555,117,104,106,37,37,34,S
LAFAYETTE PARISH,LA,87574,89425,86948,677,674,765,27,20,15,108,105,128,S
LAFOURCHE PARISH,LA,132678,122862,185126,412,366,361,39,30,21,19,25,24,S
LA SALLE PARISH,LA,27469,26993,23128,175,205,239,3,3,2,8,18,23,S
LINCOLN PARISH,LA,58730,57788,65091,308,345,432,2,2,5,9,12,21,S
LIVINGSTON PARISH,LA,36059,35925,43888,374,429,516,1,1,2,60,59,78,S
MADISON PARISH,LA,246536,259256,252847,317,325,375,83,73,71,5,6,10,S
MOREHOUSE PARISH,LA,241731,265702,277903,413,434,445,75,68,80,12,14,22,S
NATCHITOCHES PARISH,LA,182605,209851,245788,559,622,671,45,51,54,11,25,28,S
ORLEANS PARISH,LA,100,11,13,17,7,8,0,0,0,14,7,8,S
OUACHITA PARISH,LA,74678,87400,93827,360,429,454,21,20,24,33,35,55,S
PLAQUEMINES PARISH,LA,46110,42641,37543,128,117,127,5,7,7,36,28,24,S
POINTE COUPEE PARISH,LA,193137,195787,199190,431,439,494,63,56,60,30,22,20,S
RAPIDES PARISH,LA,210570,196324,210741,847,875,1026,51,47,50,98,113,83,S
RED RIVER PARISH,LA,97643,112884,128964,229,251,288,25,34,38,3,3,7,S
RICHLAND PARISH,LA,247106,244811,264340,570,622,719,53,49,60,14,25,20,S
SABINE PARISH,LA,57789,58112,65071,414,468,527,1,2,4,15,20,28,S
ST BERNARD PARISH,LA,6166,5884,8155,25,22,37,1,1,2,8,6,10,S
ST CHARLES PARISH,LA,23185,37656,38412,67,72,64,5,4,4,5,8,0,S
ST HELENA PARISH,LA,50319,50996,72927,347,359,485,3,2,5,12,17,31,S
ST JAMES PARISH,LA,42922,48402,48560,63,75,89,20,20,21,4,7,2,S
ST JOHN THE BAPTIST PARISH,LA,17347,18826,20879,26,39,36,3,2,4,4,9,6,S
ST LANDRY PARISH,LA,283135,269030,320063,1144,1159,1483,78,69,70,123,104,151,S
ST MARTIN PARISH,LA,70936,73265,89853,274,299,393,18,16,23,33,22,60,S
ST MARY PARISH,LA,81747,75556,87262,101,88,101,32,24,20,4,2,5,S
ST TAMMANY PARISH,LA,40181,57922,71787,423,491,621,6,7,8,84,94,96,S
TANGIPAHOA PARISH,LA,126886,130622,154448,988,1061,1267,4,8,11,103,102,120,S
TENSAS PARISH,LA,245986,263228,275288,232,268,334,77,80,73,0,3,6,S
TERREBONNE PARISH,LA,44146,40132,56743,139,145,143,14,14,14,13,19,19,S
UNION PARISH,LA,61883,65151,78373,425,457,541,2,4,8,23,19,17,S
VERMILION PARISH,LA,316691,333377,342652,1117,1189,1283,70,67,62,86,85,99,S
VERNON PARISH,LA,51799,51974,63198,469,516,625,4,4,10,20,38,52,S
WASHINGTON PARISH,LA,116221,108803,125569,835,839,1042,4,3,5,35,38,53,S
WEBSTER PARISH,LA,58790,68411,77874,368,417,510,3,7,9,13,27,37,S
WEST BATON ROUGE PARISH,LA,38566,42488,42970,90,95,93,14,13,12,13,6,11,S
WEST CARROLL PARISH,LA,126839,136800,169227,493,555,659,22,21,25,15,20,16,S
WEST FELICIANA PARISH,LA,86856,88664,108155,175,171,195,18,19,26,10,14,6,S
WINN PARISH,LA,23089,24374,29163,149,188,239,0,0,1,4,10,12,S
BARNSTABLE COUNTY,MA,5340,-99,5010,144,158,123,0,0,1,64,70,47,NE
BERKSHIRE COUNTY,MA,60980,70792,73434,320,392,352,10,5,8,31,39,30,NE
BRISTOL COUNTY,MA,34235,42562,41883,523,675,597,1,0,1,129,148,123,NE
DUKES COUNTY,MA,5757,7314,7355,56,58,40,1,2,2,19,16,7,NE
ESSEX COUNTY,MA,25470,30940,30283,357,439,372,1,1,1,83,101,85,NE
FRANKLIN COUNTY,MA,74484,82864,79412,519,616,521,2,1,1,41,60,51,NE
HAMPDEN COUNTY,MA,37477,46747,43835,410,490,392,1,1,0,67,74,44,NE
HAMPSHIRE COUNTY,MA,53459,64567,63624,527,624,559,1,4,2,96,95,75,NE
MIDDLESEX COUNTY,MA,31583,38709,40173,535,569,567,0,0,0,155,132,142,NE
NANTUCKET COUNTY,MA,-99,-99,-99,14,12,6,0,0,0,7,6,2,NE
NORFOLK COUNTY,MA,9882,13124,13398,186,212,205,0,1,1,60,58,72,NE
PLYMOUTH COUNTY,MA,72247,77140,80392,668,775,649,12,10,6,153,158,121,NE
SUFFOLK COUNTY,MA,-99,-99,-99,2,5,4,0,0,0,2,4,3,NE
WORCESTER COUNTY,MA,114805,134689,133612,997,1191,1014,5,6,6,137,144,118,NE
ALLEGANY COUNTY,MD,37802,48941,52552,219,240,276,4,5,6,7,7,7,S
ANNE ARUNDEL COUNTY,MD,43320,42413,44722,477,567,604,0,0,0,78,101,127,S
BALTIMORE COUNTY,MD,83232,92806,99016,840,917,1006,10,11,11,122,147,172,S
CALVERT COUNTY,MD,37320,41251,49243,400,464,668,1,1,0,88,85,140,S
CAROLINE COUNTY,MD,126981,132804,131094,588,636,730,21,22,19,60,70,84,S
CARROLL COUNTY,MD,157505,166745,175507,1080,1238,1316,16,15,15,92,115,98,S
CECIL COUNTY,MD,80241,86861,94866,455,501,504,9,9,11,33,38,40,S
CHARLES COUNTY,MD,59389,67655,83598,496,601,746,7,5,5,61,75,117,S
DORCHESTER COUNTY,MD,123762,125019,139416,347,392,438,29,30,27,39,37,26,S
FREDERICK COUNTY,MD,222768,236350,244031,1346,1439,1463,23,19,14,92,109,95,S
GA RRETT COUNTY,MD,110699,121529,126973,634,670,695,4,7,5,36,39,15,S
HARFORD COUNTY,MD,97312,99948,118502,695,758,800,12,9,12,52,72,49,S
HOWARD COUNTY,MD,44623,54041,55171,382,432,472,8,12,9,67,83,62,S
KENT COUNTY,MD,131283,133597,134543,318,361,374,33,30,25,13,17,15,S
MONTGOMERY COUNTY,MD,82470,103377,106157,561,669,675,15,17,20,83,90,90,S
PRINCE GEORGES COUNTY,MD,54459,62308,75406,551,683,767,6,2,6,107,137,164,S
QUEEN ANNES COUNTY,MD,165349,170677,167905,413,457,490,49,51,35,26,32,40,S
ST MARYS COUNTY,MD,77491,80493,100221,673,754,940,8,4,6,83,99,179,S
SOMERSET COUNTY,MD,55657,64305,61654,345,406,413,8,9,7,64,68,63,S
TALBOT COUNTY,MD,109108,109032,119684,250,280,350,34,34,33,21,22,21,S
WASHINGTON COUNTY,MD,123932,137529,145983,809,906,962,7,8,7,65,70,82,S
WICOMICO COUNTY,MD,91254,95542,111109,684,774,842,16,16,15,159,179,197,S
WORCESTER COUNTY,MD,107519,123406,120375,474,631,652,31,34,28,112,146,132,S
ANDROSCOGGIN COUNTY,ME,62242,69551,74219,302,343,355,7,3,6,29,30,36,NE
AROOSTOOK COUNTY,ME,334040,329971,385828,884,1012,1253,70,57,58,19,40,32,NE
CUMBERLAND COUNTY,ME,53893,57745,62096,440,456,507,2,3,3,84,59,54,NE
FRANKLIN COUNTY,ME,38853,44217,51046,210,229,288,3,2,3,16,13,16,NE
HANCOCK COUNTY,ME,50076,50026,51326,291,290,286,4,5,4,33,19,14,NE
KENNEBEC COUNTY,ME,95402,112203,117547,494,576,573,6,6,9,36,35,26,NE
KNOX COUNTY,ME,27622,34390,31703,217,221,211,1,2,2,15,21,12,NE
LINCOLN COUNTY,ME,24350,29230,32318,202,228,240,0,1,1,11,11,13,NE
OXFORD COUNTY,ME,63473,70813,78270,346,334,403,3,7,6,27,21,22,NE
PENOBSCOT COUNTY,ME,118152,132717,145949,524,572,654,19,15,15,48,45,34,NE
PISCATAQUIS COUNTY,ME,35988,38391,36248,140,138,158,5,4,3,7,5,11,NE
SAGADAHOC COUNTY,ME,18793,18319,17827,120,124,120,2,0,0,12,6,4,NE
SOMERSET COUNTY,ME,106971,112332,122973,413,462,523,8,11,10,16,20,21,NE
WALDO COUNTY,ME,71890,85137,90463,339,426,465,5,5,3,16,26,13,NE
WASHINGTON COUNTY,ME,94755,85734,87438,372,337,381,14,11,12,39,22,18,NE
YORK COUNTY,ME,61797,71812,83423,482,521,586,3,4,3,57,46,53,NE
ALCONA COUNTY,MI,42572,43436,53183,209,229,295,6,3,4,7,7,4,NC
ALGER COUNTY,MI,16099,16140,17700,58,63,76,2,1,1,2,4,1,NC
ALLEGAN COUNTY,MI,246403,253646,266977,1469,1634,1831,30,25,18,105,134,122,NC
ALPENA COUNTY,MI,77493,82201,80773,379,424,442,7,4,2,11,12,2,NC
ANTRIM COUNTY,MI,51517,55114,63157,247,248,279,5,11,12,19,11,14,NC
ARENAC COUNTY,MI,82418,89470,90497,276,332,377,15,12,16,5,8,6,NC
BARAGA COUNTY,MI,14104,13902,16827,57,57,74,0,1,1,0,1,0,NC
BARRY COUNTY,MI,165371,168493,188096,833,908,1061,21,18,11,30,35,29,NC
BAY COUNTY,MI,181052,177185,180152,795,922,1072,27,25,17,50,52,57,NC
BENZIE COUNTY,MI,19844,23966,26120,120,149,184,1,1,1,3,6,7,NC
BERRIEN COUNTY,MI,166886,179660,189912,1312,1479,1777,25,19,16,121,139,143,NC
BRANCH COUNTY,MI,227665,227375,243076,935,1034,1170,32,30,25,53,64,42,NC
CALHOUN COUNTY,MI,244927,253383,266680,1080,1166,1281,27,30,27,59,34,41,NC
CASS COUNTY,MI,186431,194464,198663,735,839,1022,32,34,19,45,50,48,NC
CHARLEVOIX COUNTY,MI,41037,41812,47049,196,232,256,5,3,4,4,9,7,NC
CHEBOYGAN COUNTY,MI,40871,42363,46088,170,171,197,3,6,4,5,3,3,NC
CHIPPEWA COUNTY,MI,92809,89168,99182,332,338,378,6,7,5,6,6,2,NC
CLARE COUNTY,MI,64084,67824,76351,292,298,317,5,6,7,9,11,11,NC
CLINTON COUNTY,MI,256236,256811,266736,1207,1333,1518,37,31,21,33,58,53,NC
CRAWFORD COUNTY,MI,1402,1450,1604,17,20,18,0,0,0,1,1,1,NC
DELTA COUNTY,MI,72777,73981,81335,237,271,315,12,7,7,3,9,4,NC
DICKINSON COUNTY,MI,28415,28967,32576,99,109,123,1,2,2,4,6,7,NC
EATON COUNTY,MI,233921,233517,244551,1069,1219,1372,37,32,27,55,51,60,NC
EMMET COUNTY,MI,40365,44850,47865,188,211,253,5,5,3,11,11,10,NC
GENESEE COUNTY,MI,137082,145269,160825,799,851,990,31,29,24,52,52,55,NC
GLADWIN COUNTY,MI,61535,68285,74013,400,411,433,4,3,3,10,13,10,NC
GOGEBIC COUNTY,MI,5965,5936,10889,50,58,82,0,0,1,2,2,1,NC
GRAND TRAVERSE COUNTY,MI,66789,69954,74148,409,447,462,8,8,9,33,36,26,NC
GRATIOT COUNTY,MI,277400,282467,288828,914,1011,1215,66,55,35,45,50,56,NC
HILLSDALE COUNTY,MI,231557,242353,264630,1018,1142,1354,41,36,28,42,47,48,NC
HOUGHTON COUNTY,MI,29161,31751,35538,139,147,195,3,3,1,2,1,4,NC
HURON COUNTY,MI,438914,424427,434975,1325,1390,1655,90,75,58,84,89,75,NC
INGHAM COUNTY,MI,193688,207726,222742,835,960,1105,33,29,32,53,65,75,NC
IONIA COUNTY,MI,254793,253500,242776,1007,1089,1187,39,30,22,36,55,51,NC
IOSCO COUNTY,MI,47308,47988,57463,206,215,244,3,3,3,5,5,4,NC
IRON COUNTY,MI,29763,26714,29025,75,95,98,6,6,6,0,1,0,NC
ISABELLA COUNTY,MI,199733,194928,200872,883,912,1016,20,19,18,27,32,27,NC
JACKSON COUNTY,MI,210638,218375,235184,1041,1103,1242,27,33,34,43,52,38,NC
KALAMAZOO COUNTY,MI,154482,168310,177191,745,842,961,34,34,29,92,91,85,NC
KALKASKA COUNTY,MI,16076,16318,17685,79,89,91,3,1,0,3,2,2,NC
KENT COUNTY,MI,190706,203842,223215,1190,1368,1524,28,27,23,97,126,110,NC
KEWEENAW COUNTY,MI,264,-99,390,3,2,4,0,0,0,0,0,0,NC
LAKE COUNTY,MI,18047,18555,21883,101,111,123,1,1,0,2,1,3,NC
LAPEER COUNTY,MI,193956,218779,225945,1119,1228,1361,26,30,29,56,73,54,NC
LEELANAU COUNTY,MI,64973,65482,72455,374,394,429,6,6,5,16,19,16,NC
LENAWEE COUNTY,MI,336273,344801,376296,1259,1387,1619,75,64,56,70,81,77,NC
LIVINGSTON COUNTY,MI,118764,128511,137918,683,789,884,19,21,17,50,44,52,NC
LUCE COUNTY,MI,9391,10637,10813,31,34,30,2,2,2,4,1,0,NC
MACKINAC COUNTY,MI,22178,24583,31120,70,80,96,3,3,4,2,1,1,NC
MACOMB COUNTY,MI,70306,79683,91222,558,667,819,8,8,2,60,81,80,NC
MANISTEE COUNTY,MI,48029,46747,49377,252,280,304,3,4,5,8,9,8,NC
MARQUETTE COUNTY,MI,23290,24484,29645,84,101,125,5,4,4,6,5,4,NC
MASON COUNTY,MI,73437,76193,85809,402,426,492,9,6,7,12,13,18,NC
MECOSTA COUNTY,MI,121153,127078,136384,592,639,684,9,7,7,12,16,7,NC
MENOMINEE COUNTY,MI,110014,118338,138157,309,374,458,20,17,10,8,5,5,NC
MIDLAND COUNTY,MI,89173,94465,93299,442,459,502,16,17,14,23,24,24,NC
MISSAUKEE COUNTY,MI,88322,87314,93925,289,304,343,13,11,8,10,15,6,NC
MONROE COUNTY,MI,217095,220274,241736,1135,1258,1458,38,34,30,99,110,95,NC
MONTCALM COUNTY,MI,224030,238387,240591,900,980,1132,37,36,28,30,48,33,NC
MONTMORENCY COUNTY,MI,22056,24040,24401,112,108,106,2,2,2,0,1,2,NC
MUSKEGON COUNTY,MI,73661,82224,85256,417,460,481,7,6,6,41,26,20,NC
NEWAYGO COUNTY,MI,115338,115937,128523,667,687,784,7,6,6,13,24,21,NC
OAKLAND COUNTY,MI,48236,60358,69053,503,596,688,5,8,8,109,107,121,NC
OCEANA COUNTY,MI,129083,133115,130279,594,686,735,21,9,10,24,24,16,NC
OGEMAW COUNTY,MI,75345,78200,67380,261,288,308,9,8,5,5,5,4,NC
ONTONAGON COUNTY,MI,32980,36507,38665,95,117,145,5,2,3,1,2,2,NC
OSCEOLA COUNTY,MI,108726,111662,117686,458,503,549,9,7,6,9,10,9,NC
OSCODA COUNTY,MI,14081,17167,16856,76,84,86,0,1,1,1,5,1,NC
OTSEGO COUNTY,MI,36272,39788,41510,133,133,142,4,6,4,2,2,1,NC
OTTAWA COUNTY,MI,176305,177894,183159,1367,1471,1573,12,10,10,142,156,155,NC
PRESQUE ISLE COUNTY,MI,79921,81681,88025,278,293,335,6,11,8,5,4,8,NC
ROSCOMMON COUNTY,MI,3786,4159,5391,36,31,37,0,0,0,2,1,3,NC
SAGINAW COUNTY,MI,318125,308269,322729,1294,1424,1702,64,49,40,71,62,65,NC
ST CLAIR COUNTY,MI,181569,177068,205706,988,1092,1302,20,19,16,41,36,50,NC
ST JOSEPH COUNTY,MI,234823,213857,220737,855,880,1033,43,28,25,55,52,58,NC
SANILAC COUNTY,MI,444407,431199,444294,1433,1559,1846,89,71,52,39,63,47,NC
SCHOOLCRAFT COUNTY,MI,13908,-99,14494,49,52,56,2,3,2,1,1,2,NC
SHIAWASSEE COUNTY,MI,236799,240357,244318,1086,1160,1386,39,28,14,33,41,34,NC
TUSCOLA COUNTY,MI,324111,328705,343675,1128,1207,1483,73,69,45,44,49,46,NC
VAN BUREN COUNTY,MI,206781,190251,197055,1164,1278,1464,23,17,9,56,66,55,NC
WASHTENAW COUNTY,MI,188958,204272,223673,1057,1222,1347,25,20,19,59,67,71,NC
WAYNE COUNTY,MI,22488,22196,37326,303,334,439,3,2,4,68,72,96,NC
WEXFORD COUNTY,MI,31427,31103,39867,178,178,229,3,0,1,6,3,3,NC
AITKIN COUNTY,MN,168073,178100,182984,563,640,740,21,18,14,9,13,9,NC
ANOKA COUNTY,MN,61832,74443,83840,507,579,633,6,8,6,42,42,37,NC
BECKER COUNTY,MN,377693,397385,426008,1037,1220,1366,74,74,59,31,41,34,NC
BELTRAMI COUNTY,MN,224923,243679,246309,647,742,775,29,23,21,9,10,10,NC
BENTON COUNTY,MN,183760,184412,198778,865,954,1035,18,11,12,25,46,54,NC
BIG STONE COUNTY,MN,262207,277071,274323,460,504,554,75,68,58,8,24,17,NC
BLUE EARTH COUNTY,MN,383373,401557,413543,1091,1280,1459,59,46,37,61,88,95,NC
BROWN COUNTY,MN,347420,335559,339037,1190,1317,1390,33,16,15,60,88,96,NC
CARLTON COUNTY,MN,113422,132863,143233,509,649,732,3,4,2,7,9,16,NC
CARVER COUNTY,MN,165961,167532,175005,901,1038,1141,10,8,7,42,51,71,NC
CASS COUNTY,MN,200199,195569,209003,595,685,761,33,29,22,15,13,11,NC
CHIPPEWA COUNTY,MN,326804,327916,335187,689,820,968,69,54,34,35,50,49,NC
CHISAGO COUNTY,MN,138594,152717,171328,778,885,1047,11,12,11,27,37,35,NC
CLAY COUNTY,MN,566981,588808,611849,875,1017,1103,191,187,171,41,51,30,NC
CLEARWATER COUNTY,MN,210897,229537,213105,583,699,693,34,32,23,8,19,13,NC
COOK COUNTY,MN,1249,1283,1667,7,9,11,0,0,0,0,0,1,NC
COTTONWOOD COUNTY,MN,374920,377506,378608,876,970,1053,67,62,54,48,65,54,NC
CROW WING COUNTY,MN,130683,132410,145401,509,585,644,10,10,6,17,17,15,NC
DAKOTA COUNTY,MN,221193,219920,239207,869,986,1084,41,27,24,68,76,90,NC
DODGE COUNTY,MN,241148,239443,269247,740,830,933,47,43,49,44,63,76,NC
DOUGLAS COUNTY,MN,260125,260294,304708,956,1091,1308,27,16,16,28,47,43,NC
FARIBAULT COUNTY,MN,414710,427986,426374,1016,1160,1320,83,57,34,56,76,76,NC
FILLMORE COUNTY,MN,443496,451054,487460,1618,1695,1867,45,40,39,80,97,126,NC
FREEBORN COUNTY,MN,366534,384001,412454,1154,1358,1522,69,47,40,84,110,108,NC
GOODHUE COUNTY,MN,379603,389539,407103,1540,1686,1840,42,27,26,79,113,115,NC
GRANT COUNTY,MN,269147,286857,300858,471,555,648,75,76,58,24,21,22,NC
HENNEPIN COUNTY,MN,79183,91078,110967,683,852,940,7,2,6,66,104,107,NC
HOUSTON COUNTY,MN,272049,285056,286561,974,1073,1128,22,13,15,49,50,44,NC
HUBBARD COUNTY,MN,112412,123875,128854,387,460,504,12,11,10,6,8,8,NC
ISANTI COUNTY,MN,131563,142998,153003,680,817,947,18,14,8,14,26,34,NC
ITASCA COUNTY,MN,107810,123555,121494,420,541,578,13,9,8,10,11,11,NC
JACKSON COUNTY,MN,401039,394000,411488,1027,1074,1253,56,56,41,76,73,67,NC
KANABEC COUNTY,MN,145545,164403,181430,650,771,833,10,11,11,20,25,23,NC
KANDIYOHI COUNTY,MN,360500,377392,397278,1113,1219,1419,69,65,48,73,79,73,NC
KITTSON COUNTY,MN,482991,498259,512785,521,576,642,200,196,181,4,8,11,NC
KOOCHICHING COUNTY,MN,68778,81284,89715,189,248,278,10,10,11,1,2,8,NC
LAC QUI PARLE COUNTY,MN,405029,411194,418749,866,972,1082,86,65,51,52,63,62,NC
LAKE COUNTY,MN,5262,6404,8199,35,47,59,0,0,0,1,3,2,NC
LAKE OF THE WOODS COUNTY,MN,103665,118959,119296,176,222,230,30,35,26,4,4,1,NC
LE SUEUR COUNTY,MN,205031,222523,229735,845,932,1087,26,29,24,58,77,77,NC
LINCOLN COUNTY,MN,255453,253044,267033,696,748,823,39,25,30,24,44,40,NC
LYON COUNTY,MN,395023,368115,407677,947,1036,1175,74,53,46,65,94,78,NC
MCLEOD COUNTY,MN,250507,258172,274465,1114,1303,1492,30,27,14,60,81,113,NC
MAHNOMEN COUNTY,MN,186573,197078,193665,368,393,410,49,52,45,9,9,13,NC
MARSHALL COUNTY,MN,744710,819664,860822,1012,1299,1447,266,255,221,9,21,20,NC
MARTIN COUNTY,MN,412660,433285,430605,1123,1269,1454,66,50,35,85,80,92,NC
MEEKER COUNTY,MN,301111,298623,324925,1076,1153,1376,37,32,30,60,70,77,NC
MILLE LACS COUNTY,MN,142432,153315,162912,739,833,929,7,8,7,10,26,31,NC
MORRISON COUNTY,MN,422916,430023,432568,1807,1911,2009,21,19,12,74,93,81,NC
MOWER COUNTY,MN,392615,385648,406351,1214,1341,1477,77,53,56,96,87,96,NC
MURRAY COUNTY,MN,375628,372454,371868,903,995,1150,58,38,28,48,56,60,NC
NICOLLET COUNTY,MN,241930,250061,252481,786,892,969,28,27,19,31,55,59,NC
NOBLES COUNTY,MN,416570,413816,420113,1199,1269,1413,57,46,28,86,85,84,NC
NORMAN COUNTY,MN,457670,472449,528914,581,718,805,176,181,155,17,38,27,NC
OLMSTED COUNTY,MN,305831,318748,330401,1270,1446,1532,37,26,31,85,96,79,NC
OTTER TAIL COUNTY,MN,821073,876319,924670,2509,2925,3245,116,107,96,83,120,101,NC
PENNINGTON COUNTY,MN,280089,305784,313450,480,585,655,93,91,80,14,23,23,NC
PINE COUNTY,MN,263274,258878,278848,979,1085,1199,36,25,17,10,20,23,NC
PIPESTONE COUNTY,MN,252658,246804,250996,778,785,828,30,31,25,68,88,68,NC
POLK COUNTY,MN,1042850,1075711,1094569,1334,1556,1774,393,387,342,26,50,55,NC
POPE COUNTY,MN,310135,328165,342781,816,961,1042,59,59,40,39,56,46,NC
RAMSEY COUNTY,MN,2142,2146,3372,44,61,82,0,0,0,22,31,38,NC
RED LAKE COUNTY,MN,183208,210348,221960,352,404,422,51,55,53,14,18,14,NC
REDWOOD COUNTY,MN,491726,514462,511596,1259,1435,1544,61,60,45,63,101,106,NC
RENVILLE COUNTY,MN,600114,563931,583470,1302,1455,1685,117,93,74,70,100,100,NC
RICE COUNTY,MN,227519,225762,250780,1099,1186,1325,21,12,21,60,49,59,NC
ROCK COUNTY,MN,270332,260092,273959,791,843,953,39,26,21,72,75,61,NC
ROSEAU COUNTY,MN,536299,613736,633669,891,1124,1213,143,162,137,11,30,24,NC
ST LOUIS COUNTY,MN,153188,180030,193340,677,921,1093,11,8,12,19,15,28,NC
SCOTT COUNTY,MN,131753,134420,146327,838,924,981,13,7,8,45,67,52,NC
SHERBURNE COUNTY,MN,117701,124288,134960,530,604,684,20,19,14,20,22,18,NC
SIBLEY COUNTY,MN,311849,336712,335726,1059,1252,1391,47,41,29,73,79,84,NC
STEARNS COUNTY,MN,643762,671895,673829,2972,3185,3336,27,31,25,107,182,174,NC
STEELE COUNTY,MN,231610,234126,236916,819,951,1061,31,23,23,63,80,71,NC
STEVENS COUNTY,MN,286337,295499,317555,538,619,701,78,74,58,35,48,34,NC
SWIFT COUNTY,MN,389897,395484,418127,760,884,1011,98,84,72,21,49,43,NC
TODD COUNTY,MN,395071,418136,433199,1768,1946,2112,20,24,13,42,70,52,NC
TRAVERSE COUNTY,MN,310184,312130,330321,385,457,483,106,93,88,16,13,14,NC
WABASHA COUNTY,MN,245686,255550,266171,928,1034,1079,21,23,15,28,67,54,NC
WADENA COUNTY,MN,171412,178124,186019,602,689,776,18,13,9,21,22,22,NC
WASECA COUNTY,MN,237239,231788,247571,759,813,878,34,23,25,41,63,65,NC
WASHINGTON COUNTY,MN,100774,109442,126598,647,736,801,12,11,12,39,51,48,NC
WATONWAN COUNTY,MN,249731,252824,260395,663,748,885,38,30,25,30,44,58,NC
WILKIN COUNTY,MN,420778,426995,423376,456,505,571,154,139,125,24,16,22,NC
WINONA COUNTY,MN,290627,310325,313661,1090,1174,1199,28,25,22,59,60,53,NC
WRIGHT COUNTY,MN,272540,288429,308681,1584,1841,2094,25,18,12,90,118,100,NC
YELLOW MEDICINE COUNTY,MN,407953,412568,440591,923,1027,1211,83,64,44,51,51,56,NC
ADAIR COUNTY,MO,267066,285355,271891,788,879,951,46,49,44,36,43,35,NC
ANDREW COUNTY,MO,227156,231266,238632,830,916,1007,42,40,32,34,42,50,NC
ATCHISON COUNTY,MO,304032,321878,306986,509,622,669,88,80,61,22,36,19,NC
AUDRAIN COUNTY,MO,377059,399154,415307,1035,1119,1256,85,82,75,53,69,55,NC
BARRY COUNTY,MO,292426,287957,285145,1531,1667,1726,30,19,20,53,70,59,NC
BARTON COUNTY,MO,311161,331416,332055,864,946,978,60,63,56,24,52,36,NC
BATES COUNTY,MO,430451,429204,451911,1206,1294,1446,104,77,78,30,45,45,NC
BENTON COUNTY,MO,239298,263185,273236,835,885,988,36,42,29,21,26,27,NC
BOLLINGER COUNTY,MO,197530,193547,210806,786,860,994,33,19,22,18,33,25,NC
BOONE COUNTY,MO,271914,279822,293106,1269,1344,1345,43,44,39,37,62,48,NC
BUCHANAN COUNTY,MO,181292,189383,198511,754,848,909,33,29,30,44,66,66,NC
BUTLER COUNTY,MO,255498,260645,270631,734,844,940,78,57,43,26,29,35,NC
CALDWELL COUNTY,MO,232189,233146,246864,820,857,925,44,32,29,26,29,34,NC
CALLAWAY COUNTY,MO,339372,324379,325036,1300,1323,1381,44,50,37,44,49,49,NC
CAMDEN COUNTY,MO,163076,178651,160625,567,584,560,27,27,21,16,17,6,NC
CAPE GIRARDEAU COUNTY,MO,252890,266557,269924,1203,1365,1427,31,23,18,78,83,93,NC
CARROLL COUNTY,MO,377000,404480,414189,919,1013,1099,99,87,84,37,48,41,NC
CARTER COUNTY,MO,54767,59331,54137,196,190,202,11,12,8,3,4,6,NC
CASS COUNTY,MO,325796,331294,328327,1517,1649,1741,48,50,49,60,93,63,NC
CEDAR COUNTY,MO,187856,196032,188119,821,910,956,18,20,15,27,50,38,NC
CHARITON COUNTY,MO,403597,402265,420754,1075,1145,1271,108,93,84,31,60,55,NC
CHRISTIAN COUNTY,MO,211148,229894,221637,1278,1388,1426,19,20,14,77,67,62,NC
CLARK COUNTY,MO,244810,259094,262106,611,702,728,57,43,40,13,12,18,NC
CLAY COUNTY,MO,130358,140126,149434,654,732,767,27,24,29,45,59,45,NC
CLINTON COUNTY,MO,207611,210703,223152,714,807,875,51,40,39,23,22,42,NC
COLE COUNTY,MO,187239,181184,178058,1041,1069,1055,11,7,6,40,51,44,NC
COOPER COUNTY,MO,298709,310033,315969,892,929,1009,61,61,55,36,36,47,NC
CRAWFORD COUNTY,MO,201670,200323,194884,680,713,759,32,34,28,18,24,29,NC
DADE COUNTY,MO,252783,264177,239931,850,915,932,39,47,29,29,42,29,NC
DALLAS COUNTY,MO,227783,226440,225865,1089,1102,1132,19,18,12,28,37,31,NC
DAVIESS COUNTY,MO,278841,281633,298774,830,901,982,62,58,58,39,31,37,NC
DE KALB COUNTY,MO,210829,223957,231973,725,772,859,34,28,30,37,30,28,NC
DENT COUNTY,MO,219440,221327,210032,702,731,764,32,27,29,11,13,22,NC
DOUGLAS COUNTY,MO,300970,295392,297940,1187,1218,1300,33,29,27,37,43,41,NC
DUNKLIN COUNTY,MO,288810,305194,288493,537,684,806,103,77,54,30,39,34,NC
FRANKLIN COUNTY,MO,296281,310558,312061,1586,1731,1764,33,27,31,59,94,80,NC
GA SCONADE COUNTY,MO,196959,208982,209869,816,846,896,18,17,12,18,34,22,NC
